0	4.9997
0.693147	4.9997
1.09861	4.9997
1.38629	4.9997
1.60944	4.9997
1.79176	4.9997
1.94591	4.9997
2.07944	4.9997
2.19722	4.9997
2.30259	4.9997
2.3979	4.9997
2.48491	4.9997
2.56495	4.9997
2.63906	4.9997
2.70805	4.9997
2.77259	4.9997
2.83321	4.9997
2.89037	4.9997
2.94444	4.9997
2.99573	4.9997
3.04452	4.9997
3.09104	4.9997
3.13549	4.9997
3.17805	4.9997
3.21888	4.9997
3.2581	4.9997
3.29584	4.9997
3.3322	4.9997
3.3673	4.9997
3.4012	4.9997
3.43399	4.9997
3.46574	4.9997
3.49651	4.9997
3.52636	4.9997
3.55535	4.9997
3.58352	4.9997
3.61092	4.9997
3.63759	4.9997
3.66356	4.9997
3.68888	4.9997
3.71357	4.9997
3.73767	4.9997
3.7612	4.9997
3.78419	4.9997
3.80666	4.9997
3.82864	4.9997
3.85015	4.9997
3.8712	4.9997
3.89182	4.9997
3.91202	4.9997
3.93183	4.9997
3.95124	4.9997
3.97029	4.9997
3.98898	4.9997
4.00733	4.9997
4.02535	4.9997
4.04305	4.9997
4.06044	4.9997
4.07754	4.9997
4.09434	4.9997
4.11087	4.9997
4.12713	4.9997
4.14313	4.9997
4.15888	4.9997
4.17439	4.9997
4.18965	4.9997
4.20469	4.9997
4.21951	4.9997
4.23411	4.9997
4.2485	4.9997
4.26268	4.9997
4.27667	4.9997
4.29046	4.9997
4.30407	4.9997
4.31749	4.9997
4.33073	4.9997
4.34381	4.9997
4.35671	4.9997
4.36945	4.9997
4.38203	4.9997
4.39445	4.9997
4.40672	4.9997
4.41884	4.9997
4.43082	4.9997
4.44265	4.9997
4.45435	4.9997
4.46591	4.9997
4.47734	4.9997
4.48864	4.9997
4.49981	4.9997
4.51086	4.9997
4.52179	4.9997
4.5326	4.9997
4.54329	4.9997
4.55388	4.9997
4.56435	4.9997
4.57471	4.9997
4.58497	4.9997
4.59512	4.9997
4.60517	4.9997
4.61512	4.9997
4.62497	4.9997
4.63473	4.9997
4.64439	4.9997
4.65396	4.9997
4.66344	4.9997
4.67283	4.9997
4.68213	4.9997
4.69135	4.9997
4.70048	4.9997
4.70953	4.9997
4.7185	4.9997
4.72739	4.9997
4.7362	4.9997
4.74493	4.9997
4.75359	4.9997
4.76217	4.9997
4.77068	4.9997
4.77912	4.9997
4.78749	4.9997
4.79579	4.9997
4.80402	4.9997
4.81218	4.9997
4.82028	4.9997
4.82831	4.9997
4.83628	4.9997
4.84419	4.9997
4.85203	4.9997
4.85981	4.9997
4.86753	4.9997
4.8752	4.9997
4.8828	4.9997
4.89035	4.9997
4.89784	4.9997
4.90527	4.9997
4.91265	4.9997
4.91998	4.9997
4.92725	4.9997
4.93447	4.9997
4.94164	4.9997
4.94876	4.9997
4.95583	4.9997
4.96284	4.9997
4.96981	4.9997
4.97673	4.9997
4.98361	4.9997
4.99043	4.9997
4.99721	4.9997
5.00395	4.9997
5.01064	4.9997
5.01728	4.9997
5.02388	4.9997
5.03044	4.9997
5.03695	4.9997
5.04343	4.9997
5.04986	4.9997
5.05625	4.9997
5.0626	4.9997
5.0689	4.9997
5.07517	4.9997
5.0814	4.9997
5.0876	4.9997
5.09375	4.9997
5.09987	4.9997
5.10595	4.9997
5.11199	4.9997
5.11799	4.9997
5.12396	4.9997
5.1299	4.9997
5.1358	4.9997
5.14166	4.9997
5.14749	4.9997
5.15329	4.9997
5.15906	4.9997
5.16479	4.9997
5.17048	4.9997
5.17615	4.9997
5.18178	4.9997
5.18739	4.9997
5.19296	4.9997
5.1985	4.9997
5.20401	4.9997
5.20949	4.9997
5.21494	4.9997
5.22036	4.9997
5.22575	4.9997
5.23111	4.9997
5.23644	4.9997
5.24175	4.9997
5.24702	4.9997
5.25227	4.9997
5.2575	4.9997
5.26269	4.9997
5.26786	4.9997
5.273	4.9997
5.27811	4.9997
5.2832	4.9997
5.28827	4.9997
5.2933	4.9997
5.29832	4.9997
5.3033	4.9997
5.30827	4.9997
5.31321	4.9997
5.31812	4.9997
5.32301	4.9997
5.32788	4.9997
5.33272	4.9997
5.33754	4.9997
5.34233	4.9997
5.34711	4.9997
5.35186	4.9997
5.35659	4.9997
5.36129	4.9997
5.36598	4.9997
5.37064	4.9997
5.37528	4.9997
5.3799	4.9997
5.3845	4.9997
5.38907	4.9997
5.39363	4.9997
5.39816	4.9997
5.40268	4.9997
5.40717	4.9997
5.41165	4.9997
5.4161	4.9997
5.42053	4.9997
5.42495	4.9997
5.42935	4.9997
5.43372	4.9997
5.43808	4.9997
5.44242	4.9997
5.44674	4.9997
5.45104	4.9997
5.45532	4.9997
5.45959	4.9997
5.46383	4.9997
5.46806	4.9997
5.47227	4.9997
5.47646	4.9997
5.48064	4.9997
5.4848	4.9997
5.48894	4.9997
5.49306	4.9997
5.49717	4.9997
5.50126	4.9997
5.50533	4.9997
5.50939	4.9997
5.51343	4.9997
5.51745	4.9997
5.52146	4.9997
5.52545	4.9997
5.52943	4.9997
5.53339	4.9997
5.53733	4.9997
5.54126	4.9997
5.54518	4.9997
5.54908	4.9997
5.55296	4.9997
5.55683	4.9997
5.56068	4.9997
5.56452	4.9997
5.56834	4.9997
5.57215	4.9997
5.57595	4.9997
5.57973	4.9997
5.5835	4.9997
5.58725	4.9997
5.59099	4.9997
5.59471	4.9997
5.59842	4.9997
5.60212	4.9997
5.6058	4.9997
5.60947	4.9997
5.61313	4.9997
5.61677	4.9997
5.6204	4.9997
5.62402	4.9997
5.62762	4.9997
5.63121	4.9997
5.63479	4.9997
5.63835	4.9997
5.64191	4.9997
5.64545	4.9997
5.64897	4.9997
5.65249	4.9997
5.65599	4.9997
5.65948	4.9997
5.66296	4.9997
5.66643	4.9997
5.66988	4.9997
5.67332	4.9997
5.67675	4.99965
5.68017	4.9997
5.68358	4.9997
5.68698	4.9997
5.69036	4.9997
5.69373	4.9997
5.69709	4.9997
5.70044	4.9997
5.70378	4.9997
5.70711	4.9997
5.71043	4.9997
5.71373	4.9997
5.71703	4.9997
5.72031	4.9997
5.72359	4.9997
5.72685	4.9997
5.7301	4.9997
5.73334	4.9997
5.73657	4.9997
5.73979	4.9997
5.743	4.9997
5.7462	4.9997
5.74939	4.9997
5.75257	4.9997
5.75574	4.9997
5.7589	4.9997
5.76205	4.9997
5.76519	4.9997
5.76832	4.9997
5.77144	4.9997
5.77455	4.9997
5.77765	4.9997
5.78074	4.9997
5.78383	4.9997
5.7869	4.9997
5.78996	4.9997
5.79301	4.9997
5.79606	4.9997
5.79909	4.9997
5.80212	4.9997
5.80513	4.9997
5.80814	4.99965
5.81114	4.99965
5.81413	4.99965
5.81711	4.9997
5.82008	4.9997
5.82305	4.9997
5.826	4.9997
5.82895	4.9997
5.83188	4.9997
5.83481	4.9997
5.83773	4.9997
5.84064	4.9997
5.84354	4.9997
5.84644	4.9997
5.84932	4.9997
5.8522	4.9997
5.85507	4.9997
5.85793	4.9997
5.86079	4.9997
5.86363	4.9997
5.86647	4.9997
5.8693	4.9997
5.87212	4.9997
5.87493	4.9997
5.87774	4.9997
5.88053	4.9997
5.88332	4.9997
5.8861	4.9997
5.88888	4.9997
5.89164	4.9997
5.8944	4.9997
5.89715	4.9997
5.8999	4.9997
5.90263	4.9997
5.90536	4.9997
5.90808	4.9997
5.9108	4.9997
5.9135	4.9997
5.9162	4.9997
5.91889	4.9997
5.92158	4.9997
5.92426	4.9997
5.92693	4.9997
5.92959	4.9997
5.93225	4.9997
5.93489	4.9997
5.93754	4.9997
5.94017	4.9997
5.9428	4.9997
5.94542	4.9997
5.94803	4.9997
5.95064	4.9997
5.95324	4.9997
5.95584	4.9997
5.95842	4.9997
5.96101	4.9997
5.96358	4.9997
5.96615	4.9997
5.96871	4.9997
5.97126	4.9997
5.97381	4.9997
5.97635	4.9997
5.97889	4.9997
5.98141	4.9997
5.98394	4.9997
5.98645	4.9997
5.98896	4.9997
5.99146	4.9997
5.99396	4.9997
5.99645	4.9997
5.99894	4.9997
6.00141	4.9997
6.00389	4.9997
6.00635	4.9997
6.00881	4.9997
6.01127	4.9997
6.01372	4.9997
6.01616	4.9997
6.01859	4.9997
6.02102	4.9997
6.02345	4.9997
6.02587	4.9997
6.02828	4.9997
6.03069	4.9997
6.03309	4.9997
6.03548	4.9997
6.03787	4.9997
6.04025	4.9997
6.04263	4.9997
6.04501	4.9997
6.04737	4.9997
6.04973	4.9997
6.05209	4.9997
6.05444	4.9997
6.05678	4.9997
6.05912	4.9997
6.06146	4.9997
6.06379	4.9997
6.06611	4.9997
6.06843	4.9997
6.07074	4.9997
6.07304	4.9997
6.07535	4.9997
6.07764	4.9997
